CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CYCLE_WIDTH,GeoJSON,geo_point_2d
Route - Signed + Sharrows,Sharrows,Exists,,,"{""coordinates"": [[-76.4765444, 44.2344665], [-76.4734987, 44.2347292], [-76.473287, 44.2347414], [-76.4730762, 44.23476], [-76.4728665, 44.234785]], ""type"": ""LineString""}","44.234624496668076, -76.47470525779454"
Route - Signed + Sharrows,Sharrows,Exists,,,"{""coordinates"": [[-76.472889, 44.2348561], [-76.4731077, 44.2348265], [-76.4734217, 44.2347957], [-76.4765671, 44.2345437]], ""type"": ""LineString""}","44.23469204315731, -76.47472724553509"
Bike Lane,,Approved for Construction,Joint Reconstruction,,"{""coordinates"": [[-76.5134963, 44.2310297], [-76.5136185, 44.232243]], ""type"": ""LineString""}","44.23163635, -76.5135574"
Paved Shoulder,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4414971, 44.2931432], [-76.4416111, 44.2931003], [-76.4417335, 44.2930616], [-76.4419156, 44.2930207], [-76.4421869, 44.2929701], [-76.4432528, 44.2927795], [-76.4441648, 44.2926422], [-76.4446849, 44.2925721]], ""type"": ""LineString""}","44.29282212837087, -76.44308337336966"
Buffered Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5093488, 44.2401596], [-76.5087377, 44.239897]], ""type"": ""LineString""}","44.2400283, -76.50904324999999"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5004879, 44.2364307], [-76.4991562, 44.2358689]], ""type"": ""LineString""}","44.2361498, -76.49982205"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4989396, 44.2357936], [-76.497592, 44.2352282]], ""type"": ""LineString""}","44.2355109, -76.4982658"
Buffered Bike Lane,Diamond Symbol,Constructed,,1.4,"{""coordinates"": [[-76.513533, 44.2309373], [-76.5127751, 44.2309934]], ""type"": ""LineString""}","44.230965350000005, -76.51315405"
Paved Shoulder,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4674399, 44.2869776], [-76.4670855, 44.2869902], [-76.4667718, 44.2870152], [-76.4663978, 44.2870523], [-76.4661717, 44.2870777]], ""type"": ""LineString""}","44.28701776856133, -76.46680507535613"
Paved Shoulder,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4661717, 44.2870777], [-76.4658141, 44.2871388], [-76.4653054, 44.2872662], [-76.4644734, 44.2874833], [-76.4622607, 44.2880567], [-76.4610632, 44.28838], [-76.4576685, 44.2892765], [-76.4557347, 44.2897881]], ""type"": ""LineString""}","44.2884115959191, -76.46094831909042"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.5841468, 44.2598628], [-76.5894756, 44.2606663]], ""type"": ""LineString""}","44.26026455, -76.5868112"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.5956362, 44.2616025], [-76.5991206, 44.2621676]], ""type"": ""LineString""}","44.26188505, -76.5973784"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6108257, 44.2550082], [-76.6108965, 44.2565406]], ""type"": ""LineString""}","44.2557744, -76.6108611"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6109057, 44.2571806], [-76.6108751, 44.2575383], [-76.6107977, 44.2578927], [-76.6106743, 44.2582405], [-76.6105059, 44.2585787], [-76.610294, 44.2589043]], ""type"": ""LineString""}","44.258072274921425, -76.61068548022541"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4996124, 44.2721772], [-76.4998976, 44.274216], [-76.5000873, 44.2751562], [-76.500365, 44.2760845], [-76.5007294, 44.2769967], [-76.5009533, 44.2775518]], ""type"": ""LineString""}","44.27490337268711, -76.50013446027418"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4657722, 44.3054059], [-76.4654395, 44.3063108]], ""type"": ""LineString""}","44.305858349999994, -76.46560585"
Paved Shoulder,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4557347, 44.2897881], [-76.4551583, 44.2899462]], ""type"": ""LineString""}","44.289867150000006, -76.4554465"
Paved Shoulder,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4551583, 44.2899462], [-76.4524609, 44.2906548], [-76.4498038, 44.2913675], [-76.447204, 44.2920531], [-76.4468792, 44.2921287], [-76.4465989, 44.2921918], [-76.4462937, 44.2922552], [-76.4459849, 44.292308], [-76.4455852, 44.2923714], [-76.4451554, 44.2924292], [-76.4446482, 44.2925024]], ""type"": ""LineString""}","44.29131133057129, -76.44992151694157"
Paved Shoulder,,Approved for Construction,Carryover Project,,"{""coordinates"": [[-76.4446482, 44.2925024], [-76.4438925, 44.2926131], [-76.4432301, 44.2927167], [-76.4424327, 44.2928614], [-76.4421076, 44.2929274], [-76.4418568, 44.2929782], [-76.4417116, 44.2930074], [-76.441616, 44.2930301], [-76.4415436, 44.2930524], [-76.4414829, 44.2930806], [-76.4414404, 44.2931038]], ""type"": ""LineString""}","44.29276521194837, -76.44303499599444"
Route,,Constructed,,,"{""coordinates"": [[-76.5200348, 44.2207437], [-76.5203723, 44.2207262], [-76.5225777, 44.2206124]], ""type"": ""LineString""}","44.2206780133289, -76.52130624810316"
Route,,Constructed,,,"{""coordinates"": [[-76.5239106, 44.2214259], [-76.5226678, 44.2214941]], ""type"": ""LineString""}","44.22146, -76.5232892"
Route,,Constructed,,,"{""coordinates"": [[-76.5201245, 44.2216337], [-76.518879, 44.221702]], ""type"": ""LineString""}","44.22166785, -76.51950174999999"
Route,,Constructed,,,"{""coordinates"": [[-76.5250754, 44.2213612], [-76.5239106, 44.2214259]], ""type"": ""LineString""}","44.22139355, -76.524493"
Paved Shoulder,,Constructed,Lane Widening for Cycling Routes,1.5,"{""coordinates"": [[-76.5009533, 44.2775518], [-76.5012075, 44.2781876], [-76.5013158, 44.2784685], [-76.5013963, 44.2786997], [-76.5018455, 44.2799036], [-76.5018956, 44.2800482], [-76.5019718, 44.2803069], [-76.5020842, 44.2806818], [-76.5021397, 44.2809073], [-76.5022328, 44.2813087], [-76.502294, 44.2816271], [-76.5023489, 44.2819622], [-76.5023833, 44.282269], [-76.5024379, 44.2828519], [-76.5024476, 44.2831019], [-76.5024546, 44.2833757], [-76.5024228, 44.2842099], [-76.5023876, 44.2847797], [-76.5023137, 44.2852618], [-76.5022562, 44.2856103], [-76.5019723, 44.2868313], [-76.5015178, 44.2887739], [-76.5014663, 44.2890961], [-76.5014282, 44.289423], [-76.5014167, 44.2898852], [-76.5015368, 44.2914725], [-76.5020084, 44.2978985], [-76.5020227, 44.2982008], [-76.5019967, 44.2984822], [-76.5019357, 44.2988213], [-76.5018049, 44.2992827], [-76.5014562, 44.3003092], [-76.5006548, 44.3026792], [-76.5005686, 44.3030733], [-76.5005141, 44.3035362], [-76.5004849, 44.304082], [-76.5004878, 44.3044584], [-76.5005712, 44.304998], [-76.5006653, 44.3054374], [-76.500789, 44.3059932], [-76.501444, 44.3088327], [-76.5021495, 44.3114321], [-76.5022275, 44.3117598], [-76.5022845, 44.3120425], [-76.5023353, 44.3123444], [-76.5023849, 44.3129868], [-76.5027434, 44.3200213], [-76.5029785, 44.3245585], [-76.5034866, 44.3314883], [-76.5035374, 44.3321129], [-76.5042889, 44.3411047]], ""type"": ""LineString""}","44.3091687624261, -76.50233133141121"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.6097446, 44.2416731], [-76.6098117, 44.2417523], [-76.6098532, 44.2418118], [-76.6098927, 44.2418807], [-76.6099237, 44.2419493], [-76.6099466, 44.2420162], [-76.6099628, 44.2420842], [-76.6099736, 44.2421725], [-76.6105001, 44.2495637]], ""type"": ""LineString""}","44.24558969280891, -76.61021231625897"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5291469, 44.2428197], [-76.5292143, 44.243899], [-76.5292397, 44.2443277]], ""type"": ""LineString""}","44.24357367024896, -76.5291937889384"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5292611, 44.2445432], [-76.5293409, 44.2456234], [-76.5294039, 44.2467873]], ""type"": ""LineString""}","44.24566489744219, -76.52933800909709"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5299387, 44.2552901], [-76.5299839, 44.2560341]], ""type"": ""LineString""}","44.2556621, -76.5299613"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5110566, 44.2240788], [-76.5099502, 44.2244179]], ""type"": ""LineString""}","44.224248349999996, -76.5105034"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5059024, 44.2256598], [-76.5050376, 44.2259259]], ""type"": ""LineString""}","44.225792850000005, -76.50547"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5025828, 44.2267572], [-76.503423, 44.2264989]], ""type"": ""LineString""}","44.22662805, -76.5030029"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.504922, 44.2260409], [-76.5058166, 44.2257641]], ""type"": ""LineString""}","44.225902500000004, -76.5053693"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4972472, 44.2562085], [-76.4971525, 44.2556195]], ""type"": ""LineString""}","44.255914000000004, -76.49719985"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4962191, 44.2496881], [-76.4960256, 44.2484915], [-76.4959376, 44.2479305]], ""type"": ""LineString""}","44.2488094437233, -76.49607744769465"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4954174, 44.2446183], [-76.4952958, 44.2438137]], ""type"": ""LineString""}","44.244215999999994, -76.4953566"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.495219, 44.2433024], [-76.4951257, 44.2425051]], ""type"": ""LineString""}","44.242903749999996, -76.49517235"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.4952131, 44.2439047], [-76.4952988, 44.2445649]], ""type"": ""LineString""}","44.2442348, -76.49525595"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4954633, 44.2457028], [-76.4956617, 44.2470201], [-76.4957875, 44.2478272]], ""type"": ""LineString""}","44.24676519692176, -76.49562411492754"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4960717, 44.2497782], [-76.4962845, 44.2511462], [-76.4964982, 44.2525073], [-76.496635, 44.2534117]], ""type"": ""LineString""}","44.25159475061827, -76.4963546519932"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4972896, 44.2577562], [-76.4973872, 44.2583611], [-76.4974812, 44.2589084], [-76.4975371, 44.2591183], [-76.4976368, 44.2594716]], ""type"": ""LineString""}","44.25861854678441, -76.49744199277947"
Route,,Constructed,,,"{""coordinates"": [[-76.5070486, 44.2215014], [-76.5065436, 44.221542]], ""type"": ""LineString""}","44.2215217, -76.5067961"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4916728, 44.2571953], [-76.4911526, 44.2570837], [-76.4906825, 44.257005], [-76.4903164, 44.2569552], [-76.4901071, 44.2569337], [-76.4898283, 44.256913], [-76.4895453, 44.256897], [-76.4892289, 44.2568906], [-76.4889062, 44.2568902], [-76.486915, 44.2569947]], ""type"": ""LineString""}","44.256967444674856, -76.48930177646805"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4833421, 44.2548754], [-76.4834284, 44.2547218], [-76.4835346, 44.254568], [-76.4837348, 44.2543329], [-76.483909, 44.25414], [-76.4843272, 44.2537058], [-76.4845239, 44.2534889], [-76.4846608, 44.2533323], [-76.4848098, 44.2531306]], ""type"": ""LineString""}","44.25399216360365, -76.48406083801855"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4858197, 44.2501884], [-76.485844, 44.2501286], [-76.4859485, 44.2499355], [-76.4867172, 44.2485596]], ""type"": ""LineString""}","44.2493717569819, -76.48626393202176"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4871877, 44.2485306], [-76.4873684, 44.2486021], [-76.4875121, 44.2486491], [-76.4876623, 44.2486912], [-76.4878338, 44.2487259], [-76.4880535, 44.2487623], [-76.4882444, 44.2487753], [-76.4884151, 44.2487778], [-76.4885095, 44.2487742], [-76.4894931, 44.2486486]], ""type"": ""LineString""}","44.2487060308276, -76.48833033343574"
Buffered Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,1.5,"{""coordinates"": [[-76.5064488, 44.2594416], [-76.5074956, 44.2594182], [-76.5091837, 44.2593807]], ""type"": ""LineString""}","44.259411104949415, -76.50781624899611"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4952559, 44.2479541], [-76.4948099, 44.2480085], [-76.4943282, 44.2480634], [-76.4935807, 44.2481489], [-76.4932793, 44.24818], [-76.4930452, 44.2482031], [-76.4927771, 44.2482152], [-76.492523, 44.2482328], [-76.4912954, 44.2483565]], ""type"": ""LineString""}","44.24816588889932, -76.49327672826563"
Bike Lane,,Constructed,,1.5,"{""coordinates"": [[-76.5841889, 44.2706849], [-76.5842247, 44.271056], [-76.5842438, 44.2713216], [-76.5842574, 44.2716058], [-76.5842664, 44.2719387]], ""type"": ""LineString""}","44.27131121167738, -76.58423713547593"
Bike Lane,,Constructed,Development Charge Project,,"{""coordinates"": [[-76.584503, 44.275144], [-76.5845612, 44.2788837]], ""type"": ""LineString""}","44.27701385, -76.58453209999999"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.6066369, 44.2635108], [-76.6063216, 44.2643485], [-76.6062858, 44.2644997], [-76.6062293, 44.2646477], [-76.6061526, 44.2647911], [-76.6060041, 44.2649715], [-76.6058318, 44.2651407], [-76.6056373, 44.2652971], [-76.6034818, 44.2667052], [-76.6032678, 44.2668279], [-76.6030399, 44.2669369], [-76.6028, 44.2670314], [-76.6025497, 44.2671106], [-76.602291, 44.267174], [-76.6020259, 44.267221], [-76.6017562, 44.2672514], [-76.6014842, 44.2672649], [-76.6008555, 44.2672713]], ""type"": ""LineString""}","44.26597777191778, -76.60416253522334"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.6008555, 44.2672713], [-76.6001735, 44.2672794]], ""type"": ""LineString""}","44.26727535, -76.6005145"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5997953, 44.2672809], [-76.5955279, 44.2673163], [-76.5954487, 44.2673166], [-76.5953697, 44.2673139], [-76.595291, 44.2673082]], ""type"": ""LineString""}","44.26729942407928, -76.59754303048757"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5895783, 44.2671768], [-76.5893948, 44.2671565], [-76.5886159, 44.2670401]], ""type"": ""LineString""}","44.267111279986224, -76.58909673214151"
Bike Lane,,Constructed,Development Charge Project,,"{""coordinates"": [[-76.5842968, 44.2752622], [-76.5843236, 44.2788796]], ""type"": ""LineString""}","44.2770709, -76.5843102"
Bike Lane,,Constructed,,1.5,"{""coordinates"": [[-76.5591235, 44.2695148], [-76.5591283, 44.2699206], [-76.5590962, 44.2700626], [-76.5591285, 44.271357], [-76.5591354, 44.2716199], [-76.5591621, 44.271801], [-76.5591871, 44.2719179], [-76.559256, 44.2721156]], ""type"": ""LineString""}","44.27082113700233, -76.55913051222639"
Paved Shoulder,,Exists,,,"{""coordinates"": [[-76.3890387, 44.2999871], [-76.3905666, 44.2994044], [-76.3911633, 44.2991647], [-76.3923334, 44.298655], [-76.3934172, 44.2981472], [-76.3946803, 44.2975325], [-76.3965267, 44.2966238], [-76.3982734, 44.2957611], [-76.3994641, 44.2951796], [-76.3997448, 44.295055], [-76.4000357, 44.2949433], [-76.4003357, 44.294845], [-76.4023966, 44.2942042], [-76.4042994, 44.2936073], [-76.4048136, 44.2934601], [-76.4053445, 44.2933484], [-76.4058873, 44.2932732], [-76.4074813, 44.2930821], [-76.4092722, 44.2929171], [-76.4107458, 44.292796], [-76.4112119, 44.2927484], [-76.4116714, 44.292674], [-76.4121214, 44.2925732], [-76.4138634, 44.29214], [-76.4151332, 44.2918203], [-76.4161062, 44.2915701], [-76.4169995, 44.2913179], [-76.4185153, 44.290856], [-76.4197701, 44.2904679], [-76.4211538, 44.2900343], [-76.4229025, 44.2894999], [-76.4244773, 44.2890144], [-76.4259638, 44.2885546], [-76.4276098, 44.2880558], [-76.4283197, 44.2878458], [-76.4295452, 44.2875142], [-76.4298091, 44.2874554], [-76.4298693, 44.2874438], [-76.4299304, 44.2874355], [-76.4299922, 44.2874305], [-76.4300123, 44.2874307], [-76.4300323, 44.2874322], [-76.430052, 44.287435], [-76.4300713, 44.287439], [-76.43009, 44.2874443], [-76.430108, 44.2874507], [-76.4301251, 44.2874582], [-76.4301412, 44.2874668], [-76.4301562, 44.2874764], [-76.4301699, 44.2874869], [-76.4301822, 44.2874982], [-76.4301932, 44.2875103], [-76.4302025, 44.287523], [-76.4302103, 44.2875363]], ""type"": ""LineString""}","44.293104169108226, -76.40942363963143"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.3308526, 44.3049265], [-76.3333972, 44.3048091], [-76.3358957, 44.304662], [-76.3370499, 44.3045713], [-76.3382166, 44.3044576], [-76.3405923, 44.3042256], [-76.3430636, 44.3040237], [-76.3453063, 44.3038358], [-76.3482518, 44.3035723], [-76.3504683, 44.3033746], [-76.353253, 44.3031302], [-76.3563137, 44.302858], [-76.358945, 44.3026124], [-76.3616859, 44.3023682], [-76.364101, 44.3021564], [-76.3668201, 44.301921], [-76.3694835, 44.3016861], [-76.3720058, 44.3014629], [-76.3748221, 44.3012161], [-76.3779364, 44.3009513], [-76.3795161, 44.3008451], [-76.3826749, 44.3006925], [-76.3852453, 44.3005713], [-76.3874792, 44.3004703], [-76.3876277, 44.3004562], [-76.3877741, 44.3004333], [-76.3879173, 44.3004015], [-76.3880565, 44.3003611], [-76.3886499, 44.3001519]], ""type"": ""LineString""}","44.30257580927253, -76.35976762632885"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.4165408, 44.2913663], [-76.4158308, 44.2915609], [-76.4149003, 44.2917993], [-76.4140556, 44.2920152], [-76.4133435, 44.2921913], [-76.4119643, 44.2925333], [-76.411661, 44.2925972], [-76.4113536, 44.2926491], [-76.4110427, 44.292689], [-76.4100758, 44.2927776], [-76.4093469, 44.2928381], [-76.4082422, 44.2929318], [-76.4076826, 44.292983], [-76.4073392, 44.2930179], [-76.4058888, 44.2931951], [-76.4053929, 44.2932613], [-76.4050632, 44.2933203], [-76.4047393, 44.2933944], [-76.4044226, 44.2934834], [-76.402446, 44.2941007]], ""type"": ""LineString""}","44.29275341886603, -76.40949294068677"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.3943997, 44.2975734], [-76.392817, 44.2983445], [-76.3925444, 44.2984736], [-76.3913301, 44.2990065], [-76.3902497, 44.2994384], [-76.3895931, 44.2996529], [-76.3889598, 44.2998864]], ""type"": ""LineString""}","44.29879711874023, -76.39170791423406"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5895521, 44.2672784], [-76.5894716, 44.2672596], [-76.58939, 44.2672432], [-76.5893075, 44.2672294], [-76.5886104, 44.2671229]], ""type"": ""LineString""}","44.26719601950141, -76.58908210941506"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5886104, 44.2671229], [-76.5875887, 44.2669732]], ""type"": ""LineString""}","44.26704805, -76.58809955"
Bike Lane,Diamond Symbol,Constructed,,1.5,"{""coordinates"": [[-76.5872826, 44.2669322], [-76.5863937, 44.2667845]], ""type"": ""LineString""}","44.26685835, -76.58683815"
Bike Lane,,Constructed,,1.5,"{""coordinates"": [[-76.5593469, 44.2731463], [-76.5593941, 44.2733514], [-76.5594141, 44.2735084], [-76.5594305, 44.2738254], [-76.5594482, 44.2751595]], ""type"": ""LineString""}","44.274149964830464, -76.55942673781504"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.4833421, 44.2548754], [-76.4832835, 44.2549914], [-76.4832304, 44.2551089], [-76.483183, 44.2552275]], ""type"": ""LineString""}","44.25504990299936, -76.48325912355847"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.3974918, 44.2960478], [-76.3947736, 44.2973938]], ""type"": ""LineString""}","44.2967208, -76.3961327"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.5227037, 44.2303886], [-76.5250491, 44.2302167], [-76.5254123, 44.2302118]], ""type"": ""LineString""}","44.23029082285469, -76.52405759347161"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,,"{""coordinates"": [[-76.5482355, 44.237473], [-76.5461617, 44.237671]], ""type"": ""LineString""}","44.237572, -76.5471986"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,,"{""coordinates"": [[-76.5461617, 44.237671], [-76.5421711, 44.2380572]], ""type"": ""LineString""}","44.237864099999996, -76.5441664"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,,"{""coordinates"": [[-76.5423445, 44.2382384], [-76.5436105, 44.2381152], [-76.5461984, 44.2378621]], ""type"": ""LineString""}","44.23805045502178, -76.54427147000146"
Bike Lane,Diamond Symbol,Constructed,Reconstruction,,"{""coordinates"": [[-76.5421711, 44.2380572], [-76.5391001, 44.2383538]], ""type"": ""LineString""}","44.2382055, -76.5406356"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5332874, 44.2343594], [-76.5332323, 44.2342669], [-76.5331839, 44.2341712], [-76.5331467, 44.234082], [-76.5331152, 44.2339993], [-76.5330984, 44.2339164], [-76.5330653, 44.2336293], [-76.5330582, 44.2335188]], ""type"": ""LineString""}","44.23395099752632, -76.53313273299784"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.5259151, 44.2300836], [-76.5255579, 44.230107]], ""type"": ""LineString""}","44.2300953, -76.5257365"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.5208763, 44.2304442], [-76.5186361, 44.2305984]], ""type"": ""LineString""}","44.2305213, -76.51975619999999"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.5184934, 44.230686], [-76.5210312, 44.2305143]], ""type"": ""LineString""}","44.23060015, -76.5197623"
Bike Lane,Diamond Symbol,Constructed,Joint Reconstruction,,"{""coordinates"": [[-76.5210312, 44.2305143], [-76.5222809, 44.2304218]], ""type"": ""LineString""}","44.23046805, -76.52165604999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5329348, 44.2334127], [-76.5329708, 44.233808], [-76.532987, 44.2339384], [-76.5330092, 44.234016], [-76.533039, 44.2341027], [-76.5330761, 44.2341905], [-76.5331226, 44.2342849]], ""type"": ""LineString""}","44.23385715814117, -76.53299610366534"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5353475, 44.2367894], [-76.5356556, 44.2373935]], ""type"": ""LineString""}","44.23709145, -76.53550154999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5293693, 44.2444166], [-76.5292533, 44.2427825]], ""type"": ""LineString""}","44.24359955, -76.52931129999999"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5292417, 44.2425975], [-76.5291774, 44.2415252], [-76.5291369, 44.2410053]], ""type"": ""LineString""}","44.24180118455745, -76.52919242568247"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5273943, 44.2347271], [-76.5269806, 44.233612], [-76.5268349, 44.2332382]], ""type"": ""LineString""}","44.23398177502519, -76.52711690038558"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5262466, 44.230991], [-76.526236, 44.2308223], [-76.5262303, 44.2306692], [-76.5261773, 44.2302416]], ""type"": ""LineString""}","44.2306157474219, -76.52621818742247"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5258893, 44.2275019], [-76.525806, 44.2267412]], ""type"": ""LineString""}","44.22712155, -76.52584765"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.525779, 44.2265415], [-76.5256261, 44.2251776], [-76.5255393, 44.2242366]], ""type"": ""LineString""}","44.22538960902976, -76.52565367809642"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5255393, 44.2242366], [-76.525471, 44.2235246]], ""type"": ""LineString""}","44.22388060000001, -76.52550515"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.525471, 44.2235246], [-76.5253609, 44.2224334]], ""type"": ""LineString""}","44.222978999999995, -76.52541595"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5253609, 44.2224334], [-76.5252564, 44.2213434]], ""type"": ""LineString""}","44.2218884, -76.52530865"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.525438, 44.2243464], [-76.5255203, 44.2251519], [-76.5256476, 44.2263437], [-76.525685, 44.2266423]], ""type"": ""LineString""}","44.225494749783, -76.52555793498043"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.526706, 44.2331613], [-76.5271502, 44.2343446], [-76.5273299, 44.2348198]], ""type"": ""LineString""}","44.23399070472007, -76.52701753935473"
Paved Shoulder,,Constructed,,,"{""coordinates"": [[-76.5823668, 44.3178539], [-76.5875058, 44.3177158], [-76.6085444, 44.3168736], [-76.6148928, 44.3166611], [-76.6150062, 44.3166523], [-76.6151182, 44.3166366], [-76.615228, 44.3166141], [-76.6153348, 44.3165848], [-76.6154378, 44.3165491], [-76.6155362, 44.3165071]], ""type"": ""LineString""}","44.31725587926466, -76.59896261415165"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4549419, 44.240001], [-76.4542648, 44.2400649], [-76.4538654, 44.2401005], [-76.453323, 44.2401379], [-76.4483979, 44.2404653]], ""type"": ""LineString""}","44.240245256577914, -76.45167085987994"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4308704, 44.2419268], [-76.4297442, 44.242162], [-76.4280311, 44.2425296]], ""type"": ""LineString""}","44.24222633442865, -76.42945035503774"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.406272, 44.2515439], [-76.4042253, 44.2523901], [-76.4030497, 44.2528736]], ""type"": ""LineString""}","44.25220944130177, -76.40466113506677"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3670878, 44.2693102], [-76.366858, 44.2694408], [-76.3666308, 44.2695871], [-76.3663913, 44.2697557], [-76.3661469, 44.2699335], [-76.3659452, 44.270074], [-76.3656097, 44.2703044], [-76.3654356, 44.2704188], [-76.3651755, 44.2705821], [-76.3649759, 44.2707059], [-76.3648294, 44.2707961], [-76.3644983, 44.2709896], [-76.3634609, 44.2715562], [-76.362431, 44.272117], [-76.3615443, 44.2726004]], ""type"": ""LineString""}","44.27101203735164, -76.36435072928309"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3344428, 44.2855174], [-76.3332429, 44.2862008], [-76.3315553, 44.2871668], [-76.3288152, 44.2887359], [-76.3279902, 44.2892043]], ""type"": ""LineString""}","44.287360981519434, -76.33121657384413"
