CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CYCLE_WIDTH,GeoJSON,geo_point_2d
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3016892, 44.3068492], [-76.3014646, 44.3068941], [-76.3012502, 44.3069371], [-76.3006883, 44.3070337], [-76.300277, 44.3070973], [-76.2998783, 44.3071552], [-76.2994898, 44.3072093], [-76.2991472, 44.30725], [-76.2987353, 44.3072915], [-76.2982517, 44.3073339], [-76.2977449, 44.3073709], [-76.2971203, 44.3074111], [-76.2955426, 44.3075138], [-76.2928909, 44.30768], [-76.2906184, 44.3078254]], ""type"": ""LineString""}","44.30743976643702, -76.29616538045195"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2906184, 44.3078254], [-76.2899642, 44.3078701]], ""type"": ""LineString""}","44.30784775, -76.2902913"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2667006, 44.311871], [-76.2639916, 44.3126559], [-76.2618004, 44.3133006], [-76.2608893, 44.3135781]], ""type"": ""LineString""}","44.31271790759825, -76.26379298347487"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3732366, 44.2666093], [-76.375371, 44.2655115]], ""type"": ""LineString""}","44.2660604, -76.3743038"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.375371, 44.2655115], [-76.3767771, 44.2647852]], ""type"": ""LineString""}","44.265148350000004, -76.37607405"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2535395, 44.3159656], [-76.2530892, 44.3161114], [-76.2520117, 44.3164454], [-76.2504504, 44.3169374], [-76.2494138, 44.3172691], [-76.248879, 44.3174425], [-76.2483922, 44.3175822], [-76.2478976, 44.3177146]], ""type"": ""LineString""}","44.31685265832001, -76.2507222117795"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2479166, 44.3177886], [-76.2484286, 44.3176525], [-76.2487344, 44.3175675], [-76.249129, 44.3174481], [-76.2496234, 44.3172901], [-76.2504159, 44.3170325], [-76.2515899, 44.3166569], [-76.2529474, 44.3162324], [-76.2535603, 44.3160369]], ""type"": ""LineString""}","44.31692769404337, -76.25074281219132"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2535603, 44.3160369], [-76.2561351, 44.3152233], [-76.2569295, 44.3149683], [-76.2588694, 44.3143231], [-76.2609242, 44.3136446]], ""type"": ""LineString""}","44.31485253389776, -76.25724606182972"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.2899776, 44.3079429], [-76.2906197, 44.3078996]], ""type"": ""LineString""}","44.30792125, -76.29029865"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3344938, 44.2855823], [-76.3363227, 44.2845389], [-76.336503, 44.284439], [-76.3367276, 44.2843186], [-76.3369727, 44.284198], [-76.3372069, 44.2840908], [-76.337624, 44.2839159], [-76.3383479, 44.2836291], [-76.3407559, 44.2826746], [-76.3430882, 44.281753], [-76.3441089, 44.2813288], [-76.3446772, 44.2810852], [-76.3453248, 44.2808071], [-76.3465167, 44.2802938], [-76.3476164, 44.2798231], [-76.3482824, 44.2795328], [-76.3488724, 44.2792621], [-76.3494366, 44.2790038], [-76.3499565, 44.2787621], [-76.3508447, 44.2783367], [-76.3523242, 44.2776124], [-76.3536139, 44.2769841], [-76.3546459, 44.2764914], [-76.355136, 44.2762513], [-76.3554601, 44.2760868], [-76.3557527, 44.2759308], [-76.356049, 44.275772], [-76.3563102, 44.2756243], [-76.356735, 44.275385], [-76.3576747, 44.2748505], [-76.3586165, 44.2743267], [-76.3606103, 44.2732147], [-76.3615576, 44.2726894]], ""type"": ""LineString""}","44.27935299461215, -76.34812703417236"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3615576, 44.2726894], [-76.3637051, 44.2715168], [-76.3642073, 44.2712444], [-76.364463, 44.2711035], [-76.3645972, 44.271027], [-76.364781, 44.2709204], [-76.3649776, 44.2708029], [-76.3652017, 44.2706637], [-76.3654, 44.2705409], [-76.3656661, 44.2703677], [-76.3660879, 44.2700762], [-76.3665094, 44.2697767], [-76.3666853, 44.2696501], [-76.366777, 44.2695901], [-76.3669533, 44.2694796], [-76.3671409, 44.2693783]], ""type"": ""LineString""}","44.271089230640186, -76.36438324203804"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3837694, 44.2608339], [-76.3839387, 44.2607435], [-76.3841208, 44.2606463], [-76.3843987, 44.2605051], [-76.3845865, 44.2604131], [-76.3848075, 44.2603047], [-76.3850341, 44.2601989], [-76.3855447, 44.2599705], [-76.386118, 44.2597186], [-76.38652, 44.2595477], [-76.3868833, 44.2593934], [-76.3872891, 44.2592238], [-76.3876673, 44.2590707], [-76.3879146, 44.258974], [-76.3882562, 44.258848], [-76.3886053, 44.2587246], [-76.3891466, 44.258536], [-76.3902903, 44.2581473], [-76.3917588, 44.2576315]], ""type"": ""LineString""}","44.259126405404515, -76.38772000835606"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.3917588, 44.2576315], [-76.3924176, 44.2573745], [-76.3929194, 44.2571716], [-76.3936, 44.2568916], [-76.3942142, 44.2566391], [-76.3946955, 44.2564365], [-76.3959458, 44.2559099], [-76.3971243, 44.2554217], [-76.3993761, 44.2544879], [-76.4000327, 44.2542162], [-76.4008644, 44.25387], [-76.4020779, 44.2533679], [-76.4026716, 44.2531197], [-76.4030884, 44.2529459]], ""type"": ""LineString""}","44.25529745844197, -76.39742713527806"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4030884, 44.2529459], [-76.4036352, 44.2527217], [-76.4042567, 44.2524624], [-76.4048044, 44.2522361], [-76.405258, 44.2520485], [-76.4054388, 44.2519754], [-76.4063147, 44.2516099]], ""type"": ""LineString""}","44.252278869825865, -76.40470195224671"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4100232, 44.2500653], [-76.4102942, 44.2499509], [-76.410497, 44.2498641], [-76.4107734, 44.2497429], [-76.4111916, 44.249553], [-76.4114532, 44.249432], [-76.4117169, 44.2493099]], ""type"": ""LineString""}","44.249693694670796, -76.41087275419024"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4176312, 44.2463786], [-76.4190188, 44.2456941], [-76.4201265, 44.2451449], [-76.4208478, 44.2447839]], ""type"": ""LineString""}","44.24558309416584, -76.41924041580329"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4234435, 44.2436899], [-76.4237893, 44.2436038], [-76.4256095, 44.243175]], ""type"": ""LineString""}","44.24343060776632, -76.4245260536767"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4387608, 44.2410935], [-76.4377284, 44.2411699], [-76.4360808, 44.2412721]], ""type"": ""LineString""}","44.24118658236374, -76.43742105725197"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.4387805, 44.2411809], [-76.4402484, 44.2410722], [-76.4425841, 44.2409188], [-76.4436857, 44.2408453], [-76.4446948, 44.2407837], [-76.4454772, 44.2407345], [-76.4460693, 44.2406925], [-76.446726, 44.2406485], [-76.4470998, 44.2406235], [-76.4483982, 44.2405367]], ""type"": ""LineString""}","44.240854700666645, -76.44358906268232"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5683589, 44.2797655], [-76.5651906, 44.2799101]], ""type"": ""LineString""}","44.2798378, -76.56677475000001"
Bike Lane,,Approved for Construction,Development Charge Project,,"{""coordinates"": [[-76.5651902, 44.2799097], [-76.564843, 44.2799197], [-76.5644961, 44.2799082], [-76.5641522, 44.2798751], [-76.5638139, 44.2798207], [-76.5634836, 44.2797454], [-76.5631639, 44.2796498], [-76.5628571, 44.2795347], [-76.5625656, 44.2794008], [-76.5614931, 44.2788213], [-76.5610598, 44.2785747], [-76.5607423, 44.278341], [-76.560465, 44.2781103], [-76.5602424, 44.2778572], [-76.5600652, 44.2776107], [-76.559902, 44.277328]], ""type"": ""LineString""}","44.27905549586889, -76.56232246465343"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5715782, 44.2672171], [-76.5714651, 44.2672114], [-76.5711664, 44.2671969], [-76.5708866, 44.2671797], [-76.5701921, 44.2671335], [-76.5697417, 44.2670939], [-76.569174, 44.2670603]], ""type"": ""LineString""}","44.26714208529576, -76.57037587830055"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5684701, 44.2670242], [-76.5682761, 44.267016], [-76.5678546, 44.2669896], [-76.5671049, 44.2669391], [-76.5668044, 44.2669222], [-76.5666147, 44.2669223], [-76.5664717, 44.2669255], [-76.5662842, 44.266943], [-76.5660471, 44.2669759], [-76.5658017, 44.2670214], [-76.5657797, 44.2670272]], ""type"": ""LineString""}","44.26696665676035, -76.56712219139526"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5658156, 44.2670988], [-76.5660111, 44.2670589], [-76.5662395, 44.2670236], [-76.56642, 44.2670037], [-76.5666802, 44.2669964], [-76.5669426, 44.2670065], [-76.5677096, 44.2670554], [-76.5680276, 44.2670845], [-76.5686915, 44.2671249]], ""type"": ""LineString""}","44.26704982491412, -76.56725100840204"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5657797, 44.2670272], [-76.5655602, 44.2670842], [-76.5653687, 44.2671451], [-76.5651792, 44.2672171], [-76.5649051, 44.2673497], [-76.5639325, 44.2678838]], ""type"": ""LineString""}","44.26741232851911, -76.56483797385334"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5591707, 44.2694254], [-76.5595558, 44.2694226], [-76.5601655, 44.2694124], [-76.5605683, 44.2693992], [-76.5607588, 44.2693833], [-76.5609175, 44.2693659], [-76.5611787, 44.2693147], [-76.5614105, 44.2692581], [-76.5615395, 44.2692221], [-76.5617995, 44.2691251], [-76.5620539, 44.2690169], [-76.5638773, 44.2680076]], ""type"": ""LineString""}","44.268991716040006, -76.56159990255429"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5589891, 44.2675956], [-76.5589536, 44.2678046], [-76.5589536, 44.2691877]], ""type"": ""LineString""}","44.26839035216723, -76.55895595903716"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.560972, 44.2643132], [-76.5609671, 44.2638057], [-76.5609587, 44.2636168], [-76.5609456, 44.2634439], [-76.5609175, 44.2632847], [-76.5608908, 44.2631783], [-76.5608497, 44.2630475], [-76.5607753, 44.2628803], [-76.560705, 44.2627426], [-76.5606125, 44.2626039], [-76.5605083, 44.262474], [-76.5603028, 44.2622595], [-76.5595734, 44.2616141]], ""type"": ""LineString""}","44.26283644398738, -76.56053870008037"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5595435, 44.2617105], [-76.5602609, 44.2623562], [-76.5603329, 44.2624301], [-76.5604757, 44.2625975], [-76.5605927, 44.2627604], [-76.5606754, 44.2629164], [-76.5607462, 44.2630738], [-76.5607948, 44.2632314], [-76.5608247, 44.2633943], [-76.5608468, 44.2636456], [-76.56086, 44.2641568]], ""type"": ""LineString""}","44.26282015303842, -76.56043494467704"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5587805, 44.2594881], [-76.5588112, 44.260104], [-76.5588293, 44.2604658], [-76.5588367, 44.2605529], [-76.5588735, 44.2607168], [-76.558898, 44.2608037], [-76.5589604, 44.2609673], [-76.5590378, 44.261116], [-76.5591555, 44.2613034], [-76.5593461, 44.2615365], [-76.5594164, 44.2616116], [-76.5595435, 44.2617105]], ""type"": ""LineString""}","44.26067311753583, -76.55898394614732"
Bike Lane,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5187739, 44.2215304], [-76.5177739, 44.2220597]], ""type"": ""LineString""}","44.22179505, -76.5182739"
Route,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5175323, 44.2221602], [-76.5173137, 44.2222374], [-76.5170413, 44.222311], [-76.5162079, 44.2225193]], ""type"": ""LineString""}","44.22234965406701, -76.51687303104217"
Route,,Constructed,,,"{""coordinates"": [[-76.5083348, 44.2214105], [-76.5070486, 44.2215014]], ""type"": ""LineString""}","44.22145595, -76.50769170000001"
Route,,Constructed,,,"{""coordinates"": [[-76.5125136, 44.2210933], [-76.5119868, 44.2211433], [-76.5113549, 44.221226], [-76.5109125, 44.2212562]], ""type"": ""LineString""}","44.22117838951668, -76.51171332815971"
Route,,Constructed,,,"{""coordinates"": [[-76.5159295, 44.2208665], [-76.5152148, 44.2208955], [-76.5142029, 44.2209613], [-76.5125136, 44.2210933]], ""type"": ""LineString""}","44.220967443569975, -76.5142207877757"
Route - Signed + Sharrows,Sharrows,Constructed,,,"{""coordinates"": [[-76.4894118, 44.2307274], [-76.4878157, 44.230491]], ""type"": ""LineString""}","44.2306092, -76.48861375"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5480931, 44.2196593], [-76.5488624, 44.2195631], [-76.5492058, 44.2195227], [-76.5496186, 44.2194766], [-76.5500583, 44.2194421], [-76.5505376, 44.219407], [-76.5514673, 44.2193658], [-76.5531447, 44.2192906], [-76.5556194, 44.2191807]], ""type"": ""LineString""}","44.219367154674316, -76.55185203716023"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5684699, 44.2184729], [-76.5689899, 44.2184443]], ""type"": ""LineString""}","44.218458600000005, -76.5687299"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5695522, 44.2184299], [-76.5713918, 44.2183274]], ""type"": ""LineString""}","44.21837865, -76.570472"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5718012, 44.2183073], [-76.5734937, 44.2182083]], ""type"": ""LineString""}","44.2182578, -76.57264745"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5694581, 44.2213347], [-76.5695486, 44.222232]], ""type"": ""LineString""}","44.22178334999999, -76.56950335"
Bike Lane,Diamond Symbol,Constructed,Lane Widening for Cycling Routes,,"{""coordinates"": [[-76.5695486, 44.222232], [-76.5696436, 44.2231759]], ""type"": ""LineString""}","44.222703949999996, -76.56959610000001"
Route - Signed + Sharrows,Sharrows,Constructed,,,"{""coordinates"": [[-76.4846326, 44.230968], [-76.4856934, 44.2311257]], ""type"": ""LineString""}","44.23104685, -76.485163"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,,"{""coordinates"": [[-76.5864407, 44.2555701], [-76.5852616, 44.2563897], [-76.5848668, 44.2567182], [-76.5846445, 44.2569766], [-76.5845009, 44.2571822], [-76.5844109, 44.2573479], [-76.5843365, 44.2575383], [-76.5842736, 44.2577893], [-76.5841504, 44.2583841], [-76.5840881, 44.2586756]], ""type"": ""LineString""}","44.25692738878873, -76.58497879996102"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.478676, 44.2662687], [-76.4785825, 44.2658411], [-76.4785175, 44.2654872], [-76.478506, 44.2653857], [-76.478499, 44.2652649]], ""type"": ""LineString""}","44.26576875855898, -76.47857452605865"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4785007, 44.2650324], [-76.4785012, 44.2648446], [-76.4785359, 44.2645265], [-76.4785851, 44.264163], [-76.4786092, 44.2640482], [-76.4786912, 44.2638295], [-76.4788068, 44.2636071], [-76.4789779, 44.2633597], [-76.479271, 44.2630576], [-76.4796857, 44.2626892]], ""type"": ""LineString""}","44.26375882613128, -76.47888537111945"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4783476, 44.265173], [-76.4783629, 44.2653804], [-76.4784122, 44.2656474], [-76.4785133, 44.2661494]], ""type"": ""LineString""}","44.26566272215291, -76.47841961186339"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4785624, 44.266366], [-76.4786614, 44.266815], [-76.478851, 44.26764]], ""type"": ""LineString""}","44.267003290513074, -76.47870540968765"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4791337, 44.2690072], [-76.479192, 44.2692209], [-76.4792738, 44.2695294], [-76.4793164, 44.2697079], [-76.4793411, 44.2698849], [-76.4793412, 44.2699801], [-76.4793418, 44.2700946], [-76.4793213, 44.2702609], [-76.479287, 44.2704146], [-76.4792431, 44.2705441], [-76.4791386, 44.2707616], [-76.479, 44.2709617], [-76.4788089, 44.2712174]], ""type"": ""LineString""}","44.270151116847366, -76.47919636028433"
Bike Lane,,Exists,Cycling Lanes,,"{""coordinates"": [[-76.4788089, 44.2712174], [-76.4781662, 44.2720799], [-76.4777204, 44.2726485], [-76.47732, 44.2731503]], ""type"": ""LineString""}","44.272189584723854, -76.47807189706145"
Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5901236, 44.2495568], [-76.5900137, 44.2498342], [-76.5898677, 44.2501721]], ""type"": ""LineString""}","44.249865415856654, -76.58999798289824"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5295422, 44.2486871], [-76.5295216, 44.2488931], [-76.529541, 44.2492559]], ""type"": ""LineString""}","44.24897126682479, -76.5295315177915"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.508411, 44.2249575], [-76.5090618, 44.2247574]], ""type"": ""LineString""}","44.22485745, -76.5087364"
Bike Lane,Diamond Symbol,Constructed,Rehabilitation - Micro-Surfacing,,"{""coordinates"": [[-76.5852228, 44.2198417], [-76.5854863, 44.2194436]], ""type"": ""LineString""}","44.21964265, -76.58535455"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5487587, 44.2390363], [-76.5487524, 44.238419]], ""type"": ""LineString""}","44.23872765, -76.54875555"
Bike Lane,Diamond Symbol,Constructed,,,"{""coordinates"": [[-76.5841846, 44.2663591], [-76.5841325, 44.2651592]], ""type"": ""LineString""}","44.26575915, -76.58415855"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.499249, 44.2360303], [-76.500549, 44.2365706]], ""type"": ""LineString""}","44.23630045, -76.499899"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.5052312, 44.238516], [-76.505681, 44.2387006]], ""type"": ""LineString""}","44.238608299999996, -76.5054561"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.503317, 44.2377131], [-76.505011, 44.2384146]], ""type"": ""LineString""}","44.23806385, -76.504164"
Buffered Bike Lane,Diamond Symbol,Constructed,Cycling Lanes,1.5,"{""coordinates"": [[-76.4956477, 44.234544], [-76.4963164, 44.2348121]], ""type"": ""LineString""}","44.23467805, -76.49598205000001"
Bike Lane,,Proposed,Cycling Lanes,,"{""coordinates"": [[-76.5188038, 44.2216086], [-76.5177273, 44.2221803]], ""type"": ""LineString""}","44.22189445, -76.51826555"
Bike Lane,,Proposed,,,"{""coordinates"": [[-76.6067352, 44.263176], [-76.6067688, 44.2631303], [-76.6068636, 44.2628371], [-76.6069959, 44.2624625], [-76.6072167, 44.2619877], [-76.6074293, 44.2616429], [-76.607484, 44.2615762]], ""type"": ""LineString""}","44.26235791431881, -76.60707162153285"
Bike Lane,,Proposed,,,"{""coordinates"": [[-76.607484, 44.2615762], [-76.6076731, 44.2613453], [-76.6079647, 44.2610351], [-76.6082885, 44.2607566], [-76.6086892, 44.2604365], [-76.6093397, 44.2599212], [-76.6097724, 44.2595637], [-76.6099664, 44.2593777]], ""type"": ""LineString""}","44.26044910420948, -76.60869781007902"
Bike Lane,,Proposed,,,"{""coordinates"": [[-76.6075877, 44.2616365], [-76.6074942, 44.2617718], [-76.6073879, 44.2619484], [-76.6072557, 44.2622051], [-76.6071562, 44.2624459], [-76.6070166, 44.2628564], [-76.6069484, 44.2630896], [-76.6069233, 44.2632043]], ""type"": ""LineString""}","44.26239845007331, -76.60720546320293"
